id,release_date,movie,production_budget,domestic_gross,genres,tconst,runtime,popularity,year_released,release_day,release_month,domestic_gross_in_mill,production_budget_in_mill,domestic_net_in_mill,Return_on_Investment,release_day_num,release_month_num
72,2005-12-25,The New World,30000000,12712093,Documentary,tt2080410,88.0,,2005,Sunday,December,12.712093,30.0,-17.287907,-57.62635666666666,25,12
73,2007-06-29,Evening,30000000,12406646,,,,,2007,Friday,June,12.406646,30.0,-17.593353999999994,-58.64451333333333,29,6
74,2013-01-18,The Last Stand,30000000,12050299,"Action,Thriller",tt1549920,107.0,15.894,2013,Friday,January,12.050299,30.0,-17.949700999999994,-59.83233666666666,18,1
77,2001-01-12,Antitrust,30000000,10965209,,,,,2001,Friday,January,10.965209,30.0,-19.034791,-63.44930333333333,12,1
78,2013-03-08,Dead Man Down,30000000,10895295,"Action,Crime,Drama",tt2101341,118.0,10.349,2013,Friday,March,10.895295,30.0,-19.104705,-63.68235,8,3
79,2011-04-29,Hoodwinked Too: Hood vs. Evil,30000000,10143779,,,,,2011,Friday,April,10.143779,30.0,-19.856220999999998,-66.18740333333332,29,4
80,2009-04-10,Dragonball Evolution,30000000,9362785,,,,,2009,Friday,April,9.362785,30.0,-20.637214999999998,-68.79071666666667,10,4
81,2004-09-24,First Daughter,30000000,9055010,,,,,2004,Friday,September,9.05501,30.0,-20.94499,-69.81663333333333,24,9
82,2017-04-14,The Lost City of Z,30000000,8574339,"Adventure,Biography,Drama",tt1212428,141.0,11.048,2017,Friday,April,8.574339,30.0,-21.425660999999998,-71.41886999999998,14,4
83,2005-09-09,An Unfinished Life,30000000,8535575,,,,,2005,Friday,September,8.535575,30.0,-21.464425,-71.54808333333331,9,9
84,2017-02-03,The Space Between Us,30000000,7885294,"Adventure,Drama,Romance",tt3922818,120.0,14.437000000000001,2017,Friday,February,7.885294,30.0,-22.114705999999998,-73.71568666666666,3,2
85,2009-12-25,The Imaginarium of Doctor Parnassus,30000000,7689607,,,,,2009,Friday,December,7.689607,30.0,-22.310393,-74.36797666666666,25,12
86,2011-01-14,Barney's Version,30000000,7502560,"Comedy,Drama",tt1423894,134.0,7.357,2011,Friday,January,7.502560000000001,30.0,-22.49744,-74.99146666666667,14,1
87,2002-09-20,Trapped,30000000,6916869,Drama,tt2213726,,0.655,2002,Friday,September,6.916869,30.0,-23.083131,-76.94377,20,9
88,2018-08-31,Kin,30000000,5718096,"Drama,Music",tt2233624,45.0,23.805,2018,Friday,August,5.718096,30.0,-24.281904,-80.93968000000002,31,8
90,2017-09-22,Stronger,30000000,4211129,"Biography,Drama",tt3881784,119.0,7.836,2017,Friday,September,4.211129,30.0,-25.788871,-85.96290333333332,22,9
92,2007-09-21,The Assassination of Jesse James by the Coward Robert Ford,30000000,3909149,,,,,2007,Friday,September,3.909149,30.0,-26.090851,-86.96950333333334,21,9
93,2004-12-29,The Merchant of Venice,30000000,3765585,Drama,tt4519438,,,2004,Wednesday,December,3.765585,30.0,-26.234415,-87.44805,29,12
94,2003-04-02,The Good Thief,30000000,3517797,,,,,2003,Wednesday,April,3.5177970000000003,30.0,-26.482203,-88.27400999999998,2,4
95,2005-08-17,Supercross,30000000,3102550,,,,,2005,Wednesday,August,3.10255,30.0,-26.89745,-89.65816666666666,17,8
96,2006-12-29,Miss Potter,30000000,3005605,,,,,2006,Friday,December,3.005605,30.0,-26.994395,-89.98131666666669,29,12
97,2006-05-05,Wu ji,30000000,669625,,,,,2006,Friday,May,0.669625,30.0,-29.330375,-97.76791666666666,5,5
98,2019-06-14,Shaft,30000000,600000,"Action,Comedy,Crime",tt4463894,,,2019,Friday,June,0.6,30.0,-29.4,-98.0,14,6
99,2011-09-23,Machine Gun Preacher,30000000,538690,"Action,Biography,Crime",tt1586752,129.0,9.12,2011,Friday,September,0.53869,30.0,-29.46131,-98.20436666666666,23,9
100,2018-02-02,Bilal: A New Breed of Hero,30000000,490973,"Action,Adventure,Animation",tt3576728,105.0,2.707,2018,Friday,February,0.490973,30.0,-29.509027000000003,-98.36342333333332,2,2
1,2007-06-15,DOA: Dead or Alive,30000000,480314,,,,,2007,Friday,June,0.480314,30.0,-29.519686,-98.39895333333334,15,6
2,2010-02-19,Le Petit Nicolas,30000000,201857,,,,,2010,Friday,February,0.201857,30.0,-29.798143,-99.32714333333334,19,2
3,2011-10-07,Xinhai geming,30000000,135739,,,,,2011,Friday,October,0.135739,30.0,-29.864261,-99.54753666666666,7,10
4,2008-02-21,Genghis Khan: To the Ends of the Earth and Sea,30000000,3892,,,,,2008,Thursday,February,0.003892,30.0,-29.996108000000003,-99.98702666666668,21,2
5,2015-01-30,Wild Card,30000000,3200,"Action,Crime,Drama",tt2231253,92.0,0.917,2015,Friday,January,0.0032,30.0,-29.9968,-99.98933333333332,30,1
6,2015-06-05,United Passions,30000000,918,"Drama,History,Sport",tt2814362,110.0,1.5190000000000001,2015,Friday,June,0.000918,30.0,-29.999082,-99.99694,5,6
7,2010-12-31,Konferenz der Tiere,30000000,0,,,,,2010,Friday,December,0.0,30.0,-30.0,-100.0,31,12
8,2015-12-01,Grace of Monaco,30000000,0,"Biography,Drama,Romance",tt2095649,103.0,6.058,2015,Tuesday,December,0.0,30.0,-30.0,-100.0,1,12
9,2016-03-08,Savva. Serdtse voyna,30000000,0,,,,,2016,Tuesday,March,0.0,30.0,-30.0,-100.0,8,3
10,2007-12-14,Goodbye Bafana,30000000,0,,,,,2007,Friday,December,0.0,30.0,-30.0,-100.0,14,12
11,2013-12-31,Space Pirate Captain Harlock,30000000,0,"Animation,Sci-Fi",tt1832471,100.0,8.623,2013,Tuesday,December,0.0,30.0,-30.0,-100.0,31,12
12,2003-12-31,Ripley's Game,30000000,0,,,,,2003,Wednesday,December,0.0,30.0,-30.0,-100.0,31,12
13,2017-02-24,Collide,29200000,2280004,Action,tt1230120,,9.035,2017,Friday,February,2.280004,29.2,-26.919996,-92.19176712328766,24,2
14,2015-05-15,Pitch Perfect 2,29000000,184296230,"Comedy,Music",tt2848292,115.0,18.469,2015,Friday,May,184.29623,29.0,155.29623,535.5042413793104,15,5
15,2005-11-18,Walk the Line,29000000,119519402,,,,,2005,Friday,November,119.519402,29.0,90.519402,312.13586896551726,18,11
16,2018-09-28,Night School,29000000,77339130,Documentary,tt5599520,85.0,0.6,2018,Friday,September,77.33913000000003,29.0,48.33913,166.6866551724138,28,9
17,2016-04-08,The Boss,29000000,63077560,Comedy,tt2702724,99.0,11.442,2016,Friday,April,63.07756,29.0,34.07756,117.50882758620688,8,4
19,2003-09-12,Once Upon a Time in Mexico,29000000,56330657,,,,,2003,Friday,September,56.330657,29.0,27.330657000000002,94.24364482758621,12,9
20,2000-04-14,Keeping the Faith,29000000,37036404,,,,,2000,Friday,April,37.036404,29.0,8.036403999999997,27.711737931034474,14,4
21,2017-08-18,Logan Lucky,29000000,27778642,"Comedy,Crime,Drama",tt5439796,118.0,15.743,2017,Friday,August,27.778642,29.0,-1.2213579999999986,-4.211579310344823,18,8
22,2016-08-12,Florence Foster Jenkins,29000000,27383770,"Biography,Comedy,Drama",tt4136084,111.0,8.453,2016,Friday,August,27.38377,29.0,-1.6162300000000016,-5.5732068965517305,12,8
24,2008-12-05,Frost/Nixon,29000000,18622031,,,,,2008,Friday,December,18.622031,29.0,-10.377969,-35.7861,5,12
25,2004-11-12,Seed of Chucky,29000000,17016190,,,,,2004,Friday,November,17.016189999999998,29.0,-11.983809999999998,-41.323482758620685,12,11
26,2002-08-23,Serving Sara,29000000,16930185,,,,,2002,Friday,August,16.930185,29.0,-12.069814999999998,-41.62005172413792,23,8
27,2002-12-31,Confessions of a Dangerous Mind,29000000,16007718,,,,,2002,Tuesday,December,16.007718,29.0,-12.992282,-44.800972413793104,31,12
28,2009-08-26,Taking Woodstock,29000000,7460204,,,,,2009,Wednesday,August,7.460203999999999,29.0,-21.539796,-74.27515862068967,26,8
30,2019-09-30,Unhinged,29000000,0,Thriller,tt3206146,,3.864,2019,Monday,September,0.0,29.0,-29.0,-100.0,30,9
32,2005-03-04,The Jacket,28500000,6301131,,,,,2005,Friday,March,6.301131,28.5,-22.198869000000002,-77.89076842105264,4,3
35,2015-08-14,Straight Outta Compton,28000000,161197785,"Biography,Drama,History",tt1398426,147.0,11.731,2015,Friday,August,161.197785,28.0,133.197785,475.706375,14,8
36,2017-07-21,Girls Trip,28000000,115108515,"Comedy,Drama",tt3564472,122.0,8.589,2017,Friday,July,115.108515,28.0,87.108515,311.1018392857143,21,7
39,2001-04-06,Along Came a Spider,28000000,74058698,,,,,2001,Friday,April,74.05869799999998,28.0,46.05869800000001,164.49535000000003,6,4
40,2017-11-01,A Bad Moms Christmas,28000000,72110659,"Adventure,Comedy",tt6359956,104.0,16.604,2017,Wednesday,November,72.110659,28.0,44.11065900000001,157.53806785714286,1,11
41,2013-02-14,Safe Haven,28000000,71399120,"Drama,Romance,Thriller",tt1702439,115.0,9.095,2013,Thursday,February,71.39912,28.0,43.39912,154.99685714285712,14,2
42,2015-12-11,The Big Short,28000000,70259870,"Biography,Comedy,Drama",tt1596363,130.0,14.327,2015,Friday,December,70.25986999999999,28.0,42.25987000000001,150.92810714285716,11,12
43,2008-11-07,Role Models,28000000,67300955,Documentary,tt2914200,6.0,,2008,Friday,November,67.300955,28.0,39.300955,140.36055357142857,7,11
44,2014-10-10,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,66954149,"Comedy,Family",tt1698641,81.0,6.7829999999999995,2014,Friday,October,66.954149,28.0,38.954149,139.1219607142857,10,10
45,2004-02-06,Miracle,28000000,64378093,Thriller,tt10109982,,,2004,Friday,February,64.378093,28.0,36.37809300000001,129.92176071428574,6,2
46,2013-01-28,Last Vegas,28000000,63914167,"Comedy,Drama",tt1204975,105.0,6.5329999999999995,2013,Monday,January,63.914167000000006,28.0,35.914167,128.26488214285715,28,1
47,2001-01-26,The Wedding Planner,28000000,60400856,,,,,2001,Friday,January,60.40085600000001,28.0,32.400856,115.71734285714285,26,1
48,2004-03-19,Dawn of the Dead,28000000,58990765,,,,,2004,Friday,March,58.990765,28.0,30.990765000000003,110.68130357142859,19,3
50,2018-06-15,Tag,28000000,54730625,Drama,tt1967669,91.0,1.4,2018,Friday,June,54.730625,28.0,26.730625000000003,95.46651785714286,15,6
51,2001-12-14,The Royal Tenenbaums,28000000,52353636,,,,,2001,Friday,December,52.353636,28.0,24.353636,86.97727142857143,14,12
52,2003-04-25,Identity,28000000,52131264,Drama,tt6149830,75.0,0.6,2003,Friday,April,52.131264,28.0,24.131264,86.18308571428572,25,4
53,2001-10-05,Serendipity,28000000,50255310,Drama,tt8259618,107.0,,2001,Friday,October,50.25531,28.0,22.25531,79.48325,5,10
54,2010-04-16,Kick-Ass,28000000,48071303,"Action,Comedy",tt1250777,117.0,13.08,2010,Friday,April,48.071303,28.0,20.071303,71.68322500000002,16,4
55,2001-09-28,Zoolander,28000000,45172250,,,,,2001,Friday,September,45.17225,28.0,17.17225,61.32946428571427,28,9
57,2007-07-27,No Reservations,28000000,43107979,,,,,2007,Friday,July,43.107979,28.0,15.107979,53.95706785714286,27,7
59,2005-11-11,Pride & Prejudice,28000000,38372662,,,,,2005,Friday,November,38.372662,28.0,10.372661999999998,37.045221428571416,11,11
60,2011-08-12,30 Minutes or Less,28000000,37053924,"Action,Comedy,Crime",tt1622547,83.0,11.315,2011,Friday,August,37.053924,28.0,9.053924000000002,32.335442857142866,12,8
61,2000-12-22,Dracula 2000,28000000,33000377,,,,,2000,Friday,December,33.000377,28.0,5.0003769999999985,17.858489285714292,22,12
64,2014-02-21,3 Days to Kill,28000000,30697999,"Action,Drama,Thriller",tt2172934,117.0,11.011,2014,Friday,February,30.697999,28.0,2.6979990000000003,9.635710714285713,21,2
65,2013-08-16,Kick-Ass 2,28000000,28795985,"Action,Comedy,Crime",tt1650554,103.0,14.793,2013,Friday,August,28.795985,28.0,0.7959850000000017,2.8428035714285778,16,8
66,2007-10-12,We Own the Night,28000000,28563179,,,,,2007,Friday,October,28.563179,28.0,0.5631790000000017,2.011353571428577,12,10
67,2014-09-19,A Walk Among the Tombstones,28000000,26017685,"Action,Crime,Drama",tt0365907,114.0,19.373,2014,Friday,September,26.017685,28.0,-1.982315,-7.0796964285714274,19,9
68,2010-01-15,The Spy Next Door,28000000,24307106,"Action,Comedy,Family",tt1273678,94.0,10.745999999999999,2010,Friday,January,24.307106,28.0,-3.692893999999999,-13.188907142857142,15,1
69,2014-04-25,Brick Mansions,28000000,20396829,"Action,Crime",tt1430612,90.0,9.193999999999999,2014,Friday,April,20.396829,28.0,-7.6031710000000015,-27.15418214285714,25,4
70,2006-05-12,Just My Luck,28000000,17326650,Comedy,tt6040918,,,2006,Friday,May,17.32665,28.0,-10.67335,-38.11910714285714,12,5
71,2000-10-13,Lost Souls,28000000,16779636,,tt6446790,,,2000,Friday,October,16.779636,28.0,-11.220364,-40.07272857142857,13,10
72,2015-08-21,American Ultra,28000000,14439985,"Action,Comedy,Sci-Fi",tt3316948,96.0,9.97,2015,Friday,August,14.439985,28.0,-13.560015,-48.428625,21,8
73,2003-04-18,Winged Migration,28000000,11689053,,,,,2003,Friday,April,11.689053,28.0,-16.310947,-58.25338214285714,18,4
74,2016-02-05,Pride and Prejudice and Zombies,28000000,10907291,"Action,Comedy,Horror",tt1374989,108.0,9.086,2016,Friday,February,10.907291,28.0,-17.092709,-61.04538928571429,5,2
76,2001-08-24,John Carpenterâs Ghosts of Mars,28000000,8434601,,,,,2001,Friday,August,8.434600999999999,28.0,-19.565399,-69.876425,24,8
78,2015-10-30,Our Brand is Crisis,28000000,7002261,,,,,2015,Friday,October,7.002261,28.0,-20.997739000000006,-74.991925,30,10
80,2008-10-03,How to Lose Friends & Alienate People,28000000,2775593,,,,,2008,Friday,October,2.775593,28.0,-25.224407,-90.08716785714287,3,10
81,2007-12-31,Alatriste,28000000,0,,,,,2007,Monday,December,0.0,28.0,-28.0,-100.0,31,12
82,2007-06-01,Knocked Up,27500000,148761765,,,,,2007,Friday,June,148.761765,27.5,121.261765,440.9518727272727,1,6
84,2009-06-26,My Sister's Keeper,27500000,49200230,,,,,2009,Friday,June,49.20023,27.5,21.700229999999998,78.90992727272727,26,6
85,2008-02-08,Welcome Home Roscoe Jenkins,27500000,42436517,,,,,2008,Friday,February,42.436517,27.5,14.936517000000002,54.31460727272728,8,2
86,2012-01-13,Joyful Noise,27500000,30932113,"Comedy,Drama,Music",tt1710396,118.0,6.787000000000001,2012,Friday,January,30.932113,27.5,3.432113000000001,12.480410909090912,13,1
88,2006-12-25,Notes on a Scandal,27500000,17510118,,,,,2006,Monday,December,17.510118,27.5,-9.989882000000001,-36.32684363636364,25,12
89,2007-10-19,Rendition,27500000,9736045,,,,,2007,Friday,October,9.736045,27.5,-17.763955,-64.5962,19,10
90,2011-10-28,Anonymous,27500000,4463292,"Drama,Thriller",tt1521197,130.0,8.113999999999999,2011,Friday,October,4.463292,27.5,-23.036708,-83.76984727272728,28,10
91,2011-03-18,Limitless,27000000,79249455,"Mystery,Sci-Fi,Thriller",tt1219289,105.0,19.453,2011,Friday,March,79.24945500000003,27.0,52.249455,193.5165,18,3
93,2002-06-07,The Divine Secrets of the Ya-Ya Sisterhood,27000000,69586544,,,,,2002,Friday,June,69.58654399999999,27.0,42.586544,157.72794074074068,7,6
97,2008-08-06,The Sisterhood of the Traveling Pants 2,27000000,44089964,,,,,2008,Wednesday,August,44.089964,27.0,17.089964000000002,63.29616296296298,6,8
98,2016-05-13,Money Monster,27000000,41012075,"Crime,Drama,Thriller",tt2241351,98.0,11.134,2016,Friday,May,41.012075,27.0,14.012075000000005,51.89657407407411,13,5
99,2002-05-17,About a Boy,27000000,40803000,,,,,2002,Friday,May,40.803,27.0,13.802999999999995,51.12222222222221,17,5
100,2011-08-19,Spy Kids: All the Time in the World,27000000,38536376,,,,10.009,2011,Friday,August,38.536376,27.0,11.536375999999995,42.72731851851851,19,8
2,2006-04-07,Lucky Number Slevin,27000000,22495466,,,,,2006,Friday,April,22.495466,27.0,-4.504534,-16.68345925925926,7,4
6,2008-09-19,The Duchess,27000000,13848978,,,,,2008,Friday,September,13.848978,27.0,-13.151022,-48.7074888888889,19,9
7,2010-10-01,Case 39,27000000,13261851,,,,,2010,Friday,October,13.261851,27.0,-13.738149,-50.88203333333333,1,10
8,2005-06-10,The Honeymooners,27000000,12834849,,,,,2005,Friday,June,12.834849,27.0,-14.165151000000002,-52.463522222222224,10,6
11,2004-08-27,Suspect Zero,27000000,8712564,,,,,2004,Friday,August,8.712564,27.0,-18.287436,-67.73124444444444,27,8
12,2007-11-02,Martian Child,27000000,7500310,,,,,2007,Friday,November,7.500310000000002,27.0,-19.49969,-72.22107407407408,2,11
13,2002-10-18,Formula 51,27000000,5204007,,,,,2002,Friday,October,5.204007,27.0,-21.795993,-80.7259,18,10
15,2005-05-13,Mindhunters,27000000,4476235,,,,,2005,Friday,May,4.476235,27.0,-22.523765,-83.42135185185184,13,5
16,2008-10-17,What Just Happened,27000000,1090947,Comedy,tt9201248,96.0,,2008,Friday,October,1.090947,27.0,-25.909053,-95.95945555555555,17,10
17,2003-12-12,The Statement,27000000,765637,,,,,2003,Friday,December,0.765637,27.0,-26.234363,-97.16430740740739,12,12
18,2006-12-31,The Magic Flute,27000000,0,Music,tt9448858,,0.647,2006,Sunday,December,0.0,27.0,-27.0,-100.0,31,12
19,2016-11-23,Rules Donât Apply,26700000,3652206,,,,,2016,Wednesday,November,3.652206,26.7,-23.047794,-86.32132584269662,23,11
20,2009-01-16,Paul Blart: Mall Cop,26000000,146336178,,,,,2009,Friday,January,146.336178,26.0,120.336178,462.8314538461538,16,1
21,2003-08-06,Freaky Friday,26000000,110222438,,,,6.454,2003,Wednesday,August,110.22243799999998,26.0,84.222438,323.9324538461538,6,8
22,2005-08-19,The 40 Year-old Virgin,26000000,109449237,,,,,2005,Friday,August,109.449237,26.0,83.449237,320.95860384615384,19,8
25,2008-08-06,Pineapple Express,26000000,87341380,,,,,2008,Wednesday,August,87.34138,26.0,61.34138000000001,235.9283846153846,6,8
29,2003-08-15,Open Range,26000000,58331254,,,,,2003,Friday,August,58.331254,26.0,32.331254,124.35097692307691,15,8
30,2005-08-19,Red Eye,26000000,57891803,Horror,tt4828330,73.0,0.6,2005,Friday,August,57.891803,26.0,31.891803000000003,122.66078076923077,19,8
31,2011-12-09,New Yearâs Eve,26000000,54544638,,,,,2011,Friday,December,54.544638,26.0,28.544638,109.78706923076922,9,12
33,2013-04-26,Pain & Gain,26000000,49875291,"Action,Comedy,Crime",tt1980209,129.0,16.509,2013,Friday,April,49.875291,26.0,23.875291,91.82804230769229,26,4
34,2003-01-31,Final Destination 2,26000000,46896664,,,,,2003,Friday,January,46.896664,26.0,20.896664,80.37178461538463,31,1
35,2000-12-22,"O Brother, Where Art Thou?",26000000,45506619,,,,,2000,Friday,December,45.506619,26.0,19.506619,75.0254576923077,22,12
36,2004-12-29,In Good Company,26000000,45489752,,,,,2004,Wednesday,December,45.489752,26.0,19.489752000000006,74.96058461538463,29,12
37,2010-01-22,Legion,26000000,40168080,"Action,Fantasy,Horror",tt1038686,100.0,12.032,2010,Friday,January,40.16808,26.0,14.168080000000005,54.492615384615405,22,1
38,2012-08-29,Lawless,26000000,37397291,"Crime,Drama",tt1212450,116.0,12.147,2012,Wednesday,August,37.397291,26.0,11.397291000000005,43.835734615384624,29,8
39,2002-03-29,Clockstoppers,26000000,36985501,,,,,2002,Friday,March,36.985501,26.0,10.985501,42.25192692307692,29,3
41,2009-12-04,Brothers,26000000,28544157,Documentary,tt10465764,73.0,0.6,2009,Friday,December,28.544157,26.0,2.5441569999999984,9.785219230769227,4,12
42,2014-10-17,The Best of Me,26000000,26766213,"Drama,Romance",tt1972779,118.0,8.622,2014,Friday,October,26.766213,26.0,0.7662130000000005,2.9469730769230784,17,10
43,2004-03-12,Agent Cody Banks 2: Destination London,26000000,23514247,,,,,2004,Friday,March,23.514247,26.0,-2.485752999999999,-9.560588461538456,12,3
44,2001-08-03,Original Sin,26000000,16521410,Comedy,tt6404166,75.0,,2001,Friday,August,16.52141,26.0,-9.47859,-36.456115384615394,3,8
45,2012-04-27,The Raven,26000000,16008272,"Crime,Mystery,Thriller",tt1486192,110.0,0.6,2012,Friday,April,16.008272,26.0,-9.991727999999998,-38.42972307692308,27,4
46,2004-02-20,Welcome to Mooseport,26000000,14469428,,,,,2004,Friday,February,14.469428,26.0,-11.530572,-44.34835384615384,20,2
48,2015-07-10,Self/Less,26000000,12279691,,,,,2015,Friday,July,12.279691,26.0,-13.720309,-52.770419230769214,10,7
49,2001-08-24,The Curse of the Jade Scorpion,26000000,7496522,,,,,2001,Friday,August,7.496522,26.0,-18.503478,-71.16722307692308,24,8
50,2013-10-18,The Fifth Estate,26000000,3254172,"Biography,Drama,Thriller",tt1837703,128.0,6.6110000000000015,2013,Friday,October,3.254172,26.0,-22.745828,-87.48395384615385,18,10
52,2014-03-21,Blood Ties,26000000,42472,Drama,tt1679620,87.0,12.003,2014,Friday,March,0.042472,26.0,-25.957528,-99.83664615384615,21,3
54,2015-06-30,Viy,26000000,0,"Adventure,Fantasy,Mystery",tt1224378,127.0,,2015,Tuesday,June,0.0,26.0,-26.0,-100.0,30,6
55,2015-03-17,Accidental Love,26000000,0,"Comedy,Romance",tt1137470,100.0,6.487,2015,Tuesday,March,0.0,26.0,-26.0,-100.0,17,3
56,2015-04-24,The Face of an Angel,26000000,0,"Crime,Drama",tt2967008,101.0,6.495,2015,Friday,April,0.0,26.0,-26.0,-100.0,24,4
58,2005-08-31,The Constant Gardener,25500000,33579798,,,,,2005,Wednesday,August,33.579798,25.5,8.079797999999998,31.685482352941165,31,8
59,2008-10-17,W.,25100000,25534493,,,,,2008,Friday,October,25.534493,25.1,0.4344929999999998,1.7310478087649392,17,10
60,2004-02-25,The Passion of the Christ,25000000,370782930,,,,,2004,Wednesday,February,370.78293,25.0,345.78293,1383.13172,25,2
63,2011-08-10,The Help,25000000,169705587,Drama,tt1454029,146.0,12.597999999999999,2011,Wednesday,August,169.705587,25.0,144.705587,578.822348,10,8
64,2016-12-25,Hidden Figures,25000000,169607287,"Biography,Drama,History",tt4846340,127.0,14.751,2016,Sunday,December,169.607287,25.0,144.607287,578.429148,25,12
65,2008-12-12,Gran Torino,25000000,148095302,,,,,2008,Friday,December,148.095302,25.0,123.095302,492.381208,12,12
66,2009-01-30,Taken,25000000,145000989,,,,,2009,Friday,January,145.00098899999998,25.0,120.000989,480.003956,30,1
67,2014-01-17,Ride Along,25000000,134202565,"Action,Comedy,Crime",tt1408253,99.0,10.831,2014,Friday,January,134.202565,25.0,109.20256499999999,436.8102599999999,17,1
70,2003-07-02,"Legally Blonde 2: Red, White & Blonde",25000000,90639088,,,,,2003,Wednesday,July,90.639088,25.0,65.639088,262.556352,2,7
71,2004-03-26,Scooby-Doo 2: Monsters Unleashed,25000000,84185387,,,,,2004,Friday,March,84.185387,25.0,59.18538700000001,236.741548,26,3
72,2004-07-09,Anchorman: The Legend of Ron Burgundy,25000000,84136909,,,,,2004,Friday,July,84.136909,25.0,59.136909,236.547636,9,7
73,2003-08-15,Freddy vs. Jason,25000000,82622655,,,,,2003,Friday,August,82.62265500000002,25.0,57.622655,230.49061999999995,15,8
74,2007-02-16,Bridge to Terabithia,25000000,82234139,,,,,2007,Friday,February,82.234139,25.0,57.234139,228.936556,16,2
75,2001-12-21,Jimmy Neutron: Boy Genius,25000000,80936232,,,,,2001,Friday,December,80.93623199999998,25.0,55.936232,223.74492800000004,21,12
76,2008-01-18,Cloverfield,25000000,80048433,,,,,2008,Friday,January,80.048433,25.0,55.048433,220.19373200000004,18,1
77,2010-02-05,Dear John,25000000,80014842,"Drama,Romance,War",tt0989757,108.0,12.048,2010,Friday,February,80.014842,25.0,55.014842,220.059368,5,2
79,2012-12-25,Parental Guidance,25000000,77267296,"Comedy,Family",tt1047540,105.0,10.124,2012,Tuesday,December,77.267296,25.0,52.267296,209.069184,25,12
81,2007-11-09,No Country for Old Men,25000000,74273505,,,,,2007,Friday,November,74.273505,25.0,49.273505,197.09402,9,11
82,2001-04-13,Bridget Jones's Diary,25000000,71500556,,,,,2001,Friday,April,71.500556,25.0,46.500556,186.002224,13,4
83,2000-12-15,Chocolat,25000000,71309760,"Biography,Drama",tt4400038,119.0,,2000,Friday,December,71.30976,25.0,46.30976,185.23904,15,12
84,2011-01-21,No Strings Attached,25000000,70662220,"Comedy,Romance",tt1411238,108.0,14.203,2011,Friday,January,70.66221999999998,25.0,45.66222000000001,182.64888,21,1
85,2012-01-13,Contraband,25000000,66528000,"Action,Crime,Drama",tt1524137,109.0,12.357000000000001,2012,Friday,January,66.528,25.0,41.52800000000001,166.11200000000005,13,1
86,2017-01-27,A Dogâs Purpose,25000000,64321890,,,,,2017,Friday,January,64.32189,25.0,39.32189,157.28755999999996,27,1
87,2012-04-20,The Lucky One,25000000,60457138,"Drama,Romance",tt1327194,101.0,13.14,2012,Friday,April,60.457138,25.0,35.457138,141.828552,20,4
89,2000-03-22,Romeo Must Die,25000000,55973336,,,,,2000,Wednesday,March,55.973336,25.0,30.973336000000003,123.893344,22,3
90,2006-06-06,The Omen,25000000,54607383,,,,,2006,Tuesday,June,54.607383,25.0,29.607383,118.429532,6,6
91,2006-02-10,Final Destination 3,25000000,54098051,,,,,2006,Friday,February,54.098051,25.0,29.098051,116.392204,10,2
92,2011-04-22,Madea's Big Happy Family,25000000,53345287,"Comedy,Drama",tt1787759,106.0,9.392999999999999,2011,Friday,April,53.345287,25.0,28.345287,113.38114799999998,22,4
93,2013-12-13,Tyler Perry's A Madea Christmas,25000000,52543354,,,,,2013,Friday,December,52.543354,25.0,27.543354,110.17341600000002,13,12
94,2004-11-12,Finding Neverland,25000000,51676606,,,,,2004,Friday,November,51.676606,25.0,26.676606,106.70642399999998,12,11
95,2012-01-27,The Grey,25000000,51580136,"Action,Adventure,Drama",tt1601913,117.0,12.942,2012,Friday,January,51.580136,25.0,26.580136000000003,106.320544,27,1
96,2005-01-28,Hide and Seek,25000000,51100486,"Action,Horror,Mystery",tt3155654,107.0,0.631,2005,Friday,January,51.100486,25.0,26.100486,104.401944,28,1
98,2008-08-22,The House Bunny,25000000,48237389,,,,,2008,Friday,August,48.237389,25.0,23.237389,92.949556,22,8
99,2003-03-14,Agent Cody Banks,25000000,47545060,,,,,2003,Friday,March,47.54506,25.0,22.54506,90.18024,14,3
100,2006-01-27,Nanny McPhee,25000000,47279279,,,,,2006,Friday,January,47.279279,25.0,22.279279000000002,89.11711600000002,27,1
2,2014-08-15,The Giver,25000000,45090374,"Drama,Romance,Sci-Fi",tt0435651,97.0,8.687000000000001,2014,Friday,August,45.090374,25.0,20.090374,80.36149599999997,15,8
6,2015-11-20,The Night Before,25000000,43035725,"Adventure,Comedy,Fantasy",tt3530002,101.0,9.014,2015,Friday,November,43.035725,25.0,18.035725,72.1429,20,11
8,2002-12-27,The Hours,25000000,41675994,,,,,2002,Friday,December,41.675994,25.0,16.675994000000006,66.70397600000001,27,12
10,2007-12-26,There Will Be Blood,25000000,40222514,,,,,2007,Wednesday,December,40.222514,25.0,15.222513999999995,60.89005600000001,26,12
11,2002-12-20,The Wild Thornberrys Movie,25000000,40108697,,,,,2002,Friday,December,40.108697,25.0,15.108697,60.434788,20,12
12,2003-06-13,Rugrats Go Wild,25000000,39402572,,,,,2003,Friday,June,39.402572,25.0,14.402572,57.610288,13,6
13,2005-06-01,The Sisterhood of the Traveling Pants,25000000,39053061,,,,,2005,Wednesday,June,39.053061,25.0,14.053060999999998,56.21224399999999,1,6
14,2002-05-31,Undercover Brother,25000000,38230435,,,,,2002,Friday,May,38.230435,25.0,13.230435,52.92173999999999,31,5
