id,release_date,movie,production_budget,domestic_gross,genres,tconst,runtime,popularity,year_released,release_day,release_month,domestic_gross_in_mill,production_budget_in_mill,domestic_net_in_mill,Return_on_Investment,release_day_num,release_month_num
65,2007-06-29,Ratatouille,150000000,206445654,,,,,2007,Friday,June,206.445654,150.0,56.44565399999999,37.630435999999996,29,6
66,2013-11-08,Thor: The Dark World,150000000,206362140,"Action,Adventure,Fantasy",tt1981115,112.0,31.014,2013,Friday,November,206.36214,150.0,56.36214000000001,37.57476000000001,8,11
67,2005-06-15,Batman Begins,150000000,205343774,,,,,2005,Wednesday,June,205.343774,150.0,55.343773999999996,36.89584933333333,15,6
68,2015-07-31,Mission: ImpossibleâRogue Nation,150000000,195042377,,,,,2015,Friday,July,195.042377,150.0,45.04237699999999,30.02825133333333,31,7
69,2017-07-21,Dunkirk,150000000,190068280,"Action,Drama,History",tt5013056,106.0,24.358,2017,Friday,July,190.06828,150.0,40.06827999999999,26.71218666666666,21,7
70,2011-05-06,Thor,150000000,181030624,"Action,Adventure,Fantasy",tt0800369,115.0,38.06800000000001,2011,Friday,May,181.030624,150.0,31.03062399999999,20.687082666666655,6,5
71,2008-11-07,Madagascar: Escape 2 Africa,150000000,180174880,,,,,2008,Friday,November,180.17488,150.0,30.17488,20.116586666666667,7,11
72,2009-05-01,X-Men Origins: Wolverine,150000000,179883157,,,,,2009,Friday,May,179.883157,150.0,29.88315700000001,19.922104666666673,1,5
73,2009-05-22,Night at the Museum: Battle of the Smithsonian,150000000,177243721,,,,,2009,Friday,May,177.243721,150.0,27.243720999999994,18.16248066666666,22,5
74,2011-05-26,Kung Fu Panda 2,150000000,165249063,"Action,Adventure,Animation",tt1302011,90.0,17.363,2011,Thursday,May,165.24906299999995,150.0,15.249063000000007,10.166042000000004,26,5
75,2015-05-15,Mad Max: Fury Road,150000000,153636354,"Action,Adventure,Sci-Fi",tt1392190,120.0,28.099,2015,Friday,May,153.636354,150.0,3.6363540000000114,2.4242360000000085,15,5
76,2019-05-10,PokÃ©mon: Detective Pikachu,150000000,139507806,,,,,2019,Friday,May,139.50780600000002,150.0,-10.492194000000012,-6.994796000000008,10,5
77,2003-11-05,The Matrix Revolutions,150000000,139270910,,,,,2003,Wednesday,November,139.27091,150.0,-10.729090000000014,-7.152726666666673,5,11
78,2018-03-29,Ready Player One,150000000,137690172,"Action,Adventure,Sci-Fi",tt1677720,140.0,30.029,2018,Thursday,March,137.690172,150.0,-12.30982800000001,-8.20655200000001,29,3
79,2005-11-04,Chicken Little,150000000,135386665,,,,,2005,Friday,November,135.386665,150.0,-14.613335000000005,-9.742223333333335,4,11
80,2006-05-05,Mission: Impossible III,150000000,133501348,,,,,2006,Friday,May,133.501348,150.0,-16.498651999999993,-10.999101333333329,5,5
81,2009-05-15,Angels & Demons,150000000,133375846,,,,,2009,Friday,May,133.375846,150.0,-16.624154000000004,-11.082769333333335,15,5
82,2004-05-14,Troy,150000000,133298577,,,,,2004,Friday,May,133.298577,150.0,-16.701423000000005,-11.134282000000004,14,5
83,2010-07-01,The Last Airbender,150000000,131772187,"Action,Adventure,Family",tt0938283,103.0,16.595,2010,Thursday,July,131.772187,150.0,-18.227813,-12.151875333333333,1,7
84,2007-11-02,Bee Movie,150000000,126631277,,,,,2007,Friday,November,126.631277,150.0,-23.36872300000001,-15.579148666666667,2,11
85,2009-07-24,G-Force,150000000,119436770,,,,,2009,Friday,July,119.43677,150.0,-30.563230000000004,-20.37548666666667,24,7
86,2008-11-21,Bolt,150000000,114053579,,,,,2008,Friday,November,114.053579,150.0,-35.946421,-23.96428066666667,21,11
87,2012-03-30,Wrath of the Titans,150000000,83670083,"Action,Adventure,Fantasy",tt1646987,99.0,14.991,2012,Friday,March,83.67008299999998,150.0,-66.32991700000001,-44.21994466666666,30,3
88,2007-11-16,Beowulf,150000000,82280579,"Action,Drama,Fantasy",tt7694546,80.0,,2007,Friday,November,82.280579,150.0,-67.719421,-45.14628066666667,16,11
89,2012-05-11,Dark Shadows,150000000,79727149,"Comedy,Fantasy,Horror",tt1077368,113.0,15.75,2012,Friday,May,79.727149,150.0,-70.272851,-46.84856733333334,11,5
90,2013-06-28,White House Down,150000000,73103784,"Action,Drama,Thriller",tt2334879,131.0,13.026,2013,Friday,June,73.10378399999998,150.0,-76.89621600000002,-51.264144,28,6
91,2010-02-12,The Wolfman,150000000,62189884,"Drama,Fantasy,Horror",tt0780653,103.0,14.03,2010,Friday,February,62.189884,150.0,-87.81011600000002,-58.54007733333333,12,2
92,2017-02-17,The Great Wall,150000000,45157105,"Action,Adventure,Fantasy",tt2034800,103.0,19.144000000000002,2017,Friday,February,45.157105,150.0,-104.842895,-69.89526333333333,17,2
93,2015-10-09,Pan,150000000,35088320,"Adventure,Comedy,Family",tt3332064,111.0,13.054,2015,Friday,October,35.08832,150.0,-114.91168,-76.60778666666666,9,10
94,2011-03-11,Mars Needs Moms,150000000,21392758,"Adventure,Animation,Family",tt1305591,88.0,8.852,2011,Friday,March,21.392758,150.0,-128.60724199999999,-85.73816133333331,11,3
96,2006-11-03,Flushed Away,149000000,64665672,,,,,2006,Friday,November,64.665672,149.0,-84.334328,-56.60022013422819,3,11
97,2012-06-08,Madagascar 3: Europe's Most Wanted,145000000,216391482,"Adventure,Animation,Comedy",tt1277953,93.0,18.705,2012,Friday,June,216.391482,145.0,71.391482,49.23550482758621,8,6
98,2011-12-16,Mission: ImpossibleâGhost Protocol,145000000,209397903,,,,,2011,Friday,December,209.397903,145.0,64.39790300000001,44.41234689655175,16,12
99,2014-06-13,How to Train Your Dragon 2,145000000,177002924,"Action,Adventure,Animation",tt1646971,102.0,27.105999999999998,2014,Friday,June,177.002924,145.0,32.00292400000001,22.070982068965527,13,6
1,2014-03-07,Mr. Peabody & Sherman,145000000,111506430,"Adventure,Animation,Comedy",tt0864835,92.0,12.812999999999999,2014,Friday,March,111.50643,145.0,-33.493570000000005,-23.099013793103445,7,3
2,2012-11-21,Rise of the Guardians,145000000,103412758,"Action,Adventure,Animation",tt1446192,97.0,14.934000000000001,2012,Wednesday,November,103.412758,145.0,-41.587242,-28.680856551724137,21,11
3,2005-04-08,Sahara,145000000,68671925,"Adventure,Animation,Comedy",tt4466894,86.0,,2005,Friday,April,68.671925,145.0,-76.328075,-52.640051724137926,8,4
4,2016-07-15,Ghostbusters,144000000,128350574,"Action,Comedy,Fantasy",tt1289401,116.0,16.079,2016,Friday,July,128.350574,144.0,-15.649426000000005,-10.867656944444445,15,7
5,2002-11-22,Die Another Day,142000000,160942139,,,,,2002,Friday,November,160.942139,142.0,18.942139,13.339534507042252,22,11
6,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,140000000,305411224,,,,,2003,Wednesday,July,305.411224,140.0,165.411224,118.15087428571432,9,7
7,2009-05-08,Star Trek,140000000,257730019,,,,,2009,Friday,May,257.730019,140.0,117.73001900000004,84.09287071428574,8,5
9,2002-07-03,Men in Black 2,140000000,190418803,,,,,2002,Wednesday,July,190.418803,140.0,50.418803,36.01343071428571,3,7
10,2011-07-22,Captain America: The First Avenger,140000000,176654505,"Action,Adventure,Sci-Fi",tt0458339,124.0,25.808000000000003,2011,Friday,July,176.654505,140.0,36.654505,26.181789285714284,22,7
11,2016-01-29,Kung Fu Panda 3,140000000,143528619,"Action,Adventure,Animation",tt2267968,95.0,16.248,2016,Friday,January,143.528619,140.0,3.5286189999999915,2.520442142857137,29,1
13,2013-03-27,G.I. Joe: Retaliation,140000000,122523060,"Action,Adventure,Sci-Fi",tt1583421,110.0,15.065,2013,Wednesday,March,122.52306000000002,140.0,-17.47694,-12.48352857142857,27,3
14,2003-12-05,The Last Samurai,140000000,111110575,,,,,2003,Friday,December,111.110575,140.0,-28.88942500000001,-20.635303571428565,5,12
15,2005-12-21,Fun With Dick And Jane,140000000,110550000,,,,,2005,Wednesday,December,110.55,140.0,-29.45000000000001,-21.035714285714292,21,12
16,2014-12-12,Exodus: Gods and Kings,140000000,65014513,"Action,Adventure,Drama",tt1528100,150.0,26.789,2014,Friday,December,65.014513,140.0,-74.985487,-53.56106214285715,12,12
17,2016-07-01,The BFG,140000000,55483770,"Adventure,Family,Fantasy",tt3691740,117.0,20.08,2016,Friday,July,55.48376999999999,140.0,-84.51623000000002,-60.368735714285705,1,7
18,2016-02-26,Gods of Egypt,140000000,31153464,"Action,Adventure,Fantasy",tt2404233,127.0,18.517,2016,Friday,February,31.153464000000003,140.0,-108.846536,-77.74752571428571,26,2
19,2002-05-03,Spider-Man,139000000,403706375,,,,,2002,Friday,May,403.706375,139.0,264.706375,190.43624100719424,3,5
20,2009-03-06,Watchmen,138000000,107509799,,,,,2009,Friday,March,107.509799,138.0,-30.490201000000006,-22.09434855072464,6,3
21,2005-07-29,Stealth,138000000,32116746,"Action,Comedy",tt2352432,51.0,,2005,Friday,July,32.116746,138.0,-105.883254,-76.72699565217391,29,7
22,2008-06-13,The Incredible Hulk,137500000,134806913,,,,,2008,Friday,June,134.80691299999998,137.5,-2.693086999999992,-1.9586087272727208,13,6
23,2003-06-20,Hulk,137000000,132177234,,,,,2003,Friday,June,132.177234,137.0,-4.822766000000001,-3.520267153284672,20,6
24,2001-07-11,Final Fantasy: The Spirits Within,137000000,32131830,,,,,2001,Wednesday,July,32.13183,137.0,-104.86816999999999,-76.54610948905109,11,7
25,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",136200000,292324737,,,,,2012,Friday,November,292.324737,136.2,156.12473700000004,114.62902863436126,16,11
26,2013-03-22,The Croods,135000000,187168425,"Action,Adventure,Animation",tt0481499,98.0,16.29,2013,Friday,March,187.168425,135.0,52.168425000000006,38.64327777777779,22,3
27,2015-12-25,The Revenant,135000000,183637894,"Action,Adventure,Biography",tt1663202,156.0,19.41,2015,Friday,December,183.637894,135.0,48.63789399999999,36.02806962962962,25,12
29,2011-03-04,Rango,135000000,123477607,"Adventure,Animation,Comedy",tt1192628,107.0,14.462,2011,Friday,March,123.477607,135.0,-11.522392999999996,-8.535105925925922,4,3
30,2003-11-14,Master and Commander: The Far Side of the World,135000000,93926386,,,,,2003,Friday,November,93.926386,135.0,-41.073614000000006,-30.424899259259266,14,11
31,2013-07-17,Turbo,135000000,83028130,"Adventure,Animation,Comedy",tt1860353,96.0,14.876,2013,Wednesday,July,83.02813,135.0,-51.97187,-38.49768148148148,17,7
32,2016-06-03,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,"Action,Adventure,Comedy",tt3949660,112.0,15.095999999999998,2016,Friday,June,82.051601,135.0,-52.948399,-39.22103629629629,3,6
33,2011-11-18,Happy Feet Two,135000000,64006466,"Adventure,Animation,Comedy",tt1402488,100.0,8.131,2011,Friday,November,64.006466,135.0,-70.993534,-52.58780296296296,18,11
34,2006-07-28,Miami Vice,135000000,63478838,,,,,2006,Friday,July,63.478838,135.0,-71.521162,-52.97863851851852,28,7
35,2018-11-02,The Nutcracker and the Four Realms,132900000,54858851,"Adventure,Family,Fantasy",tt5523010,99.0,26.235,2018,Friday,November,54.858851,132.9,-78.041149,-58.72170729872086,2,11
36,2005-06-29,War of the Worlds,132000000,234280354,Sci-Fi,tt3327426,50.0,0.6,2005,Wednesday,June,234.280354,132.0,102.280354,77.48511666666666,29,6
37,2014-11-26,Penguins of Madagascar,132000000,83350911,"Adventure,Animation,Comedy",tt1911658,92.0,20.899,2014,Wednesday,November,83.350911,132.0,-48.649089000000004,-36.85537045454546,26,11
38,2013-11-22,The Hunger Games: Catching Fire,130000000,424668047,"Action,Adventure,Sci-Fi",tt1951264,146.0,20.187,2013,Friday,November,424.668047,130.0,294.668047,226.66772846153847,22,11
39,2004-06-04,Harry Potter and the Prisoner of Azkaban,130000000,249757726,,,,,2004,Friday,June,249.757726,130.0,119.757726,92.12132769230769,4,6
40,2007-08-03,The Bourne Ultimatum,130000000,227471070,,,,15.62,2007,Friday,August,227.47107000000003,130.0,97.47107,74.97774615384614,3,8
41,2018-07-06,Ant-Man and the Wasp,130000000,216648740,"Action,Adventure,Comedy",tt5095030,118.0,44.729,2018,Friday,July,216.64874,130.0,86.64874,66.65287692307693,6,7
42,2008-06-06,Kung Fu Panda,130000000,215434591,,,,,2008,Friday,June,215.434591,130.0,85.43459100000003,65.71891615384617,6,6
43,2015-07-17,Ant-Man,130000000,180202163,"Action,Adventure,Comedy",tt0478970,117.0,32.715,2015,Friday,July,180.202163,130.0,50.20216300000001,38.617048461538474,17,7
44,2015-03-27,Home,130000000,177397510,Drama,tt2075392,76.0,1.8230000000000002,2015,Friday,March,177.39751,130.0,47.39751000000001,36.459623076923094,27,3
45,2018-12-19,Mary Poppins Returns,130000000,171958438,"Comedy,Family,Fantasy",tt5028340,130.0,30.419,2018,Wednesday,December,171.958438,130.0,41.958438,32.27572153846154,19,12
46,2011-10-28,Puss in Boots,130000000,149260504,"Action,Adventure,Animation",tt0448694,90.0,9.078,2011,Friday,October,149.260504,130.0,19.260504,14.815772307692304,28,10
47,2010-11-05,Megamind,130000000,148415853,"Action,Animation,Comedy",tt1001526,95.0,22.855,2010,Friday,November,148.415853,130.0,18.415853,14.166040769230769,5,11
48,2003-07-18,Bad Boys II,130000000,138540870,,,,,2003,Friday,July,138.54086999999998,130.0,8.540870000000012,6.5699000000000085,18,7
49,2014-04-11,Rio 2,130000000,131538435,"Adventure,Animation,Comedy",tt2357291,101.0,18.11,2014,Friday,April,131.53843500000002,130.0,1.5384349999999931,1.183411538461533,11,4
50,2010-07-23,Salt,130000000,118311368,"Action,Mystery,Thriller",tt0944835,100.0,13.025,2010,Friday,July,118.311368,130.0,-11.688631999999998,-8.991255384615384,23,7
51,2014-03-28,Noah,130000000,101200044,Animation,tt1091821,,0.6,2014,Friday,March,101.200044,130.0,-28.799955999999995,-22.153812307692302,28,3
52,2011-12-21,The Adventures of Tintin,130000000,77591831,"Action,Adventure,Animation",tt0983193,107.0,11.981,2011,Wednesday,December,77.591831,130.0,-52.408169,-40.313976153846156,21,12
53,2013-05-31,After Earth,130000000,60522097,"Action,Adventure,Drama",tt1815862,100.0,14.415,2013,Friday,May,60.522097,130.0,-69.477903,-53.444540769230755,31,5
54,2008-11-26,Australia,130000000,49554002,,,,,2008,Wednesday,November,49.554002,130.0,-80.445998,-61.88153692307692,26,11
55,2013-07-19,R.I.P.D.,130000000,33618855,"Action,Adventure,Comedy",tt0790736,96.0,21.377,2013,Friday,July,33.618855,130.0,-96.381145,-74.1393423076923,19,7
56,2019-02-22,How to Train Your Dragon: The Hidden World,129000000,160791800,"Action,Adventure,Animation",tt2386490,104.0,,2019,Friday,February,160.7918,129.0,31.791799999999995,24.644806201550388,22,2
57,2011-11-18,"The Twilight Saga: Breaking Dawn, Part 1",127500000,281287133,,,,,2011,Friday,November,281.287133,127.5,153.78713299999995,120.61735921568626,18,11
58,2000-05-19,Dinosaur,127500000,137748063,Animation,tt1843902,77.0,,2000,Friday,May,137.748063,127.5,10.248063000000002,8.037696470588235,19,5
59,2017-03-03,Logan,127000000,226277068,"Comedy,Drama,Family",tt1483010,94.0,0.9640000000000001,2017,Friday,March,226.277068,127.0,99.277068,78.17091968503938,3,3
60,2014-12-19,Night at the Museum: Secret of the Tomb,127000000,113746621,"Adventure,Comedy,Family",tt2692250,98.0,20.064,2014,Friday,December,113.746621,127.0,-13.253378999999995,-10.435731496062989,19,12
61,2011-07-15,Harry Potter and the Deathly Hallows: Part II,125000000,381193157,,,,,2011,Friday,July,381.193157,125.0,256.193157,204.9545256,15,7
62,2014-11-21,The Hunger Games: Mockingjay - Part 1,125000000,337135885,"Action,Adventure,Sci-Fi",tt1951265,123.0,33.836999999999996,2014,Friday,November,337.1358850000001,125.0,212.135885,169.70870799999997,21,11
63,2001-11-16,Harry Potter and the Sorcererâs Stone,125000000,317871467,,,,,2001,Friday,November,317.871467,125.0,192.871467,154.29717359999995,16,11
64,2010-11-19,Harry Potter and the Deathly Hallows: Part I,125000000,296131568,,,,,2010,Friday,November,296.131568,125.0,171.13156800000004,136.90525440000002,19,11
65,2006-05-19,The Da Vinci Code,125000000,217536138,,,,,2006,Friday,May,217.536138,125.0,92.536138,74.02891039999999,19,5
66,2003-05-02,X-Men 2,125000000,214949694,,,,,2003,Friday,May,214.949694,125.0,89.949694,71.9597552,2,5
67,2011-04-29,Fast Five,125000000,210031325,"Action,Crime,Thriller",tt1596343,130.0,2.097,2011,Friday,April,210.031325,125.0,85.03132500000002,68.02506000000001,29,4
68,2014-08-08,Teenage Mutant Ninja Turtles,125000000,191204754,"Action,Adventure,Comedy",tt1291150,101.0,25.619,2014,Friday,August,191.204754,125.0,66.20475400000001,52.9638032,8,8
69,2011-12-16,Sherlock Holmes: A Game of Shadows,125000000,186848418,"Action,Adventure,Crime",tt1515091,129.0,18.301,2011,Friday,December,186.848418,125.0,61.84841800000001,49.47873440000001,16,12
70,2004-05-28,The Day After Tomorrow,125000000,186740799,,,,,2004,Friday,May,186.740799,125.0,61.74079900000001,49.39263920000001,28,5
71,2017-03-31,The Boss Baby,125000000,175003033,"Adventure,Animation,Comedy",tt3874544,97.0,7.445,2017,Friday,March,175.00303300000004,125.0,50.00303299999999,40.00242639999999,31,3
72,2010-04-01,Clash of the Titans,125000000,163214888,"Action,Adventure,Fantasy",tt0800320,106.0,15.574000000000002,2010,Thursday,April,163.214888,125.0,38.214888,30.5719104,1,4
73,2016-11-04,Trolls,125000000,153707064,"Adventure,Animation,Comedy",tt1679335,92.0,16.285999999999998,2016,Friday,November,153.707064,125.0,28.70706400000001,22.9656512,4,11
75,2012-06-08,Prometheus,125000000,126477084,"Adventure,Mystery,Sci-Fi",tt1446714,124.0,24.98,2012,Friday,June,126.477084,125.0,1.4770840000000047,1.181667200000004,8,6
76,2012-08-10,The Bourne Legacy,125000000,113203870,"Action,Adventure,Thriller",tt1194173,135.0,18.05,2012,Friday,August,113.20387,125.0,-11.796130000000005,-9.436904000000004,10,8
78,2018-07-13,Skyscraper,125000000,68420120,"Action,Adventure,Thriller",tt5758778,102.0,26.229,2018,Friday,July,68.42012,125.0,-56.57988,-45.263904,13,7
79,2012-08-03,Total Recall,125000000,58877969,"Action,Adventure,Mystery",tt1386703,118.0,17.243,2012,Friday,August,58.87796899999999,125.0,-66.12203099999999,-52.8976248,3,8
80,2016-12-21,Assassinâs Creed,125000000,54647948,,,,,2016,Wednesday,December,54.647948,125.0,-70.352052,-56.2816416,21,12
81,2017-01-13,Monster Trucks,125000000,33370166,"Action,Adventure,Comedy",tt3095734,104.0,8.827,2017,Friday,January,33.370166,125.0,-91.629834,-73.3038672,13,1
83,2000-11-17,How the Grinch Stole Christmas,123000000,260044825,,,,,2000,Friday,November,260.044825,123.0,137.044825,111.4185569105691,17,11
84,2000-05-24,Mission: Impossible 2,120000000,215409889,,,,,2000,Wednesday,May,215.409889,120.0,95.409889,79.50824083333333,24,5
85,2000-06-30,The Perfect Storm,120000000,182618434,,,,,2000,Friday,June,182.618434,120.0,62.61843400000001,52.18202833333334,30,6
86,2016-07-29,Jason Bourne,120000000,162192920,"Action,Thriller",tt4196776,123.0,14.568,2016,Friday,July,162.19292,120.0,42.19292,35.16076666666665,29,7
87,2007-06-15,Fantastic Four: Rise of the Silver Surfer,120000000,131921738,,,,,2007,Friday,June,131.92173799999998,120.0,11.921738000000005,9.934781666666673,15,6
